attendance_id,employee_id,employee_name,gender,department,designation,employment_type,office_location,date_of_joining,attendance_date,shift_type,attendance_status,work_mode,login_timestamp,logout_timestamp,total_hours_worked,break_duration_mins,net_productive_hours,late_arrival_mins,early_exit_mins,overtime_hours,leave_type,login_date,login_time,logout_date,logout_time,recalculated_gross_hours,recalculated_net_productive_hours
80,1082,Amrita Mohanty,Female,Finance,Finance Controller,Full-Time,Electronic City Campus,2021-02-18,2026-01-02,General (09:30-18:30),Present,Work From Office,2026-01-02 09:50:49,2026-01-02 19:23:11,9.54,68,8.41,20,0,0.0,Not Applicable,2026-01-02,09:50:49,2026-01-02,19:23:11,9.539444444444445,8.406111111111112
81,1083,Manjunath Mathew,Male,Marketing,Head Of Marketing,Full-Time,Indiranagar Annexe,2022-11-19,2026-01-02,General (09:30-18:30),Present,Work From Office,2026-01-02 09:21:21,2026-01-02 18:35:58,9.24,54,8.34,0,0,0.0,Not Applicable,2026-01-02,09:21:21,2026-01-02,18:35:58,9.243611111111111,8.34361111111111
82,1084,Kunal Pai,Female,Finance,Financial Analyst,Full-Time,Koramangala Hq,2024-11-04,2026-01-02,General (09:30-18:30),Present,Work From Office,2026-01-02 09:49:23,2026-01-02 19:23:38,9.57,94,8.0,19,0,0.0,Not Applicable,2026-01-02,09:49:23,2026-01-02,19:23:38,9.570833333333333,8.004166666666666
83,1085,Vedant Malhotra,Male,Engineering,Staff Engineer,Full-Time,Koramangala Hq,2023-04-14,2026-01-02,Flexible (10:30-19:30),On Leave,Not Applicable,,,0.0,0,0.0,0,0,0.0,Sick Leave,,,,,0.0,0.0
84,1086,Ibrahim Balasubramanian,Male,Product Management,Director Of Product,Full-Time,Koramangala Hq,2021-03-09,2026-01-02,Flexible (10:30-19:30),Present,Work From Office,2026-01-02 10:35:10,2026-01-02 20:00:54,9.43,107,7.65,5,0,0.0,Not Applicable,2026-01-02,10:35:10,2026-01-02,20:00:54,9.428888888888888,7.645555555555555
85,1087,Rahul Kapoor,Male,Engineering,Software Engineer,Full-Time,Electronic City Campus,2022-06-09,2026-01-02,Flexible (10:30-19:30),Present,Work From Home,2026-01-02 10:59:20,2026-01-02 20:47:14,9.8,29,9.32,29,0,0.32,Not Applicable,2026-01-02,10:59:20,2026-01-02,20:47:14,9.798333333333334,9.315000000000001
86,1088,Akash Natarajan,Male,Engineering,Software Engineer,Full-Time,Electronic City Campus,2022-06-05,2026-01-02,General (09:30-18:30),Present,Work From Home,2026-01-02 09:53:48,2026-01-02 20:47:21,10.89,51,10.04,23,0,1.04,Not Applicable,2026-01-02,09:53:48,2026-01-02,20:47:21,10.8925,10.0425
87,1089,Tejas Hussain,Male,Customer Success,Support Associate,Full-Time,Whitefield Tech Park,2023-12-27,2026-01-02,Mid (11:00-20:00),Present,Work From Home,2026-01-02 10:36:44,2026-01-02 19:34:29,8.96,66,7.86,0,26,0.0,Not Applicable,2026-01-02,10:36:44,2026-01-02,19:34:29,8.9625,7.862500000000001
88,1090,Varun Ramesh,Male,Product Management,Director Of Product,Full-Time,Electronic City Campus,2020-01-21,2026-01-02,General (09:30-18:30),Present,Work From Office,2026-01-02 09:46:26,2026-01-02 19:51:13,10.08,21,9.73,16,0,0.73,Not Applicable,2026-01-02,09:46:26,2026-01-02,19:51:13,10.079722222222221,9.729722222222222
89,1091,Vignesh Chandran,Male,Engineering,Engineering Manager,Full-Time,Indiranagar Annexe,2020-03-28,2026-01-02,Flexible (10:30-19:30),Present,Work From Office,2026-01-02 10:36:54,2026-01-02 19:18:35,8.69,71,7.51,6,12,0.0,Not Applicable,2026-01-02,10:36:54,2026-01-02,19:18:35,8.694722222222222,7.511388888888888
90,1092,Vinay Patil,Male,Customer Success,Head Of Customer Success,Full-Time,Whitefield Tech Park,2021-03-14,2026-01-02,General (09:30-18:30),Present,Work From Home,2026-01-02 08:59:06,2026-01-02 15:59:46,7.01,40,6.34,0,151,0.0,Not Applicable,2026-01-02,08:59:06,2026-01-02,15:59:46,7.011111111111111,6.344444444444444
91,1093,Chandan Sen,Female,Customer Success,Customer Success Manager,Full-Time,Whitefield Tech Park,2022-09-12,2026-01-02,Late/Us Overlap (14:00-23:00),Present,Client Site,2026-01-02 13:57:18,2026-01-02 23:02:52,9.09,45,8.34,0,0,0.0,Not Applicable,2026-01-02,13:57:18,2026-01-02,23:02:52,9.092777777777778,8.342777777777778
92,1094,Harini Pereira,Female,Data Science,Analytics Engineer,Full-Time,Indiranagar Annexe,2022-04-13,2026-01-02,General (09:30-18:30),On Leave,Not Applicable,,,0.0,0,0.0,0,0,0.0,Casual Leave,,,,,0.0,0.0
93,1095,Girish Srivastava,Male,Finance,Finance Executive,Full-Time,Whitefield Tech Park,2025-01-07,2026-01-02,General (09:30-18:30),Present,Work From Home,2026-01-02 09:11:27,2026-01-02 17:59:36,8.8,53,7.92,0,31,0.0,Not Applicable,2026-01-02,09:11:27,2026-01-02,17:59:36,8.8025,7.919166666666667
94,1096,Radhika Venkatesan,Male,Engineering,Senior Software Engineer,Full-Time,Koramangala Hq,2024-12-18,2026-01-02,General (09:30-18:30),Present,Work From Office,2026-01-02 09:43:07,2026-01-02 19:38:34,9.92,79,8.6,13,0,0.0,Not Applicable,2026-01-02,09:43:07,2026-01-02,19:38:34,9.924166666666666,8.6075
95,1097,Sumanth Nair,Female,Engineering,Senior Software Engineer,Part-Time,Koramangala Hq,2020-07-07,2026-01-02,Late/Us Overlap (14:00-23:00),Present,Work From Office,2026-01-02 13:55:45,2026-01-02 19:10:35,5.25,87,3.8,0,230,0.0,Not Applicable,2026-01-02,13:55:45,2026-01-02,19:10:35,5.247222222222222,3.7972222222222216
96,1098,Apoorva Raman,Male,Data Science,Data Analyst,Full-Time,Electronic City Campus,2023-04-29,2026-01-02,General (09:30-18:30),Present,Work From Office,2026-01-02 09:57:20,2026-01-02 21:36:32,11.65,69,10.5,26,0,1.5,Not Applicable,2026-01-02,09:57:20,2026-01-02,21:36:32,11.653333333333334,10.503333333333334
97,1099,Sameer Singh,Male,Sales,Regional Sales Manager,Contract,Electronic City Campus,2024-12-12,2026-01-02,General (09:30-18:30),Half Day,Work From Office,2026-01-02 09:30:30,2026-01-02 14:00:32,4.5,25,4.08,0,0,0.0,Not Applicable,2026-01-02,09:30:30,2026-01-02,14:00:32,4.500555555555556,4.083888888888889
98,1100,Lakshmi Hegde,Female,Product Management,Senior Product Manager,Full-Time,Koramangala Hq,2020-11-21,2026-01-02,General (09:30-18:30),Present,Work From Office,2026-01-02 09:24:59,2026-01-02 18:08:25,8.72,17,8.44,0,22,0.0,Not Applicable,2026-01-02,09:24:59,2026-01-02,18:08:25,8.723888888888888,8.440555555555555
99,1101,Sneha Sinha,Male,Marketing,Marketing Associate,Full-Time,Koramangala Hq,2025-05-25,2026-01-02,General (09:30-18:30),Present,Work From Office,2026-01-02 09:42:03,2026-01-02 17:50:49,8.15,83,6.77,12,39,0.0,Not Applicable,2026-01-02,09:42:03,2026-01-02,17:50:49,8.14611111111111,6.762777777777778
100,1102,Ishaan Deshpande,Male,Engineering,Associate Software Engineer,Contract,Whitefield Tech Park,2025-05-09,2026-01-02,Mid (11:00-20:00),Present,Work From Office,2026-01-02 10:37:33,2026-01-02 21:04:48,10.45,72,9.25,0,0,0.25,Not Applicable,2026-01-02,10:37:33,2026-01-02,21:04:48,10.454166666666667,9.254166666666668
101,1103,Divya Mukherjee,Female,Customer Success,Support Associate,Full-Time,Koramangala Hq,2020-08-04,2026-01-02,General (09:30-18:30),Present,Work From Office,2026-01-02 09:34:40,2026-01-02 17:45:42,8.18,78,6.88,4,45,0.0,Not Applicable,2026-01-02,09:34:40,2026-01-02,17:45:42,8.18388888888889,6.883888888888889
102,1104,Mahesh Pandey,Female,Engineering,Associate Software Engineer,Full-Time,Electronic City Campus,2024-05-27,2026-01-02,General (09:30-18:30),Present,Work From Office,2026-01-02 09:29:58,2026-01-02 18:03:39,8.56,42,7.86,0,26,0.0,Not Applicable,2026-01-02,09:29:58,2026-01-02,18:03:39,8.561388888888889,7.8613888888888885
103,1105,Devansh Mahapatra,Female,Customer Success,Customer Success Executive,Full-Time,Koramangala Hq,2024-08-24,2026-01-02,Mid (11:00-20:00),Present,Work From Home,2026-01-02 10:58:48,2026-01-02 21:44:56,10.77,58,9.8,0,0,0.8,Not Applicable,2026-01-02,10:58:48,2026-01-02,21:44:56,10.768888888888888,9.802222222222222
104,1106,Shalini Tiwari,Male,Finance,Finance Executive,Full-Time,Whitefield Tech Park,2024-11-12,2026-01-02,Early (08:00-17:00),Present,Work From Office,2026-01-02 08:23:13,2026-01-02 16:58:05,8.58,102,6.88,23,2,0.0,Not Applicable,2026-01-02,08:23:13,2026-01-02,16:58:05,8.581111111111111,6.881111111111111
105,1107,Mahesh Yadav,Female,Engineering,Software Engineer,Full-Time,Koramangala Hq,2024-02-20,2026-01-02,General (09:30-18:30),Present,Work From Office,2026-01-02 09:34:07,2026-01-02 17:52:35,8.31,58,7.34,4,38,0.0,Not Applicable,2026-01-02,09:34:07,2026-01-02,17:52:35,8.307777777777778,7.341111111111111
106,1108,Kavya Pandey,Male,Engineering,Software Engineer,Full-Time,Koramangala Hq,2020-09-29,2026-01-02,General (09:30-18:30),Present,Work From Office,2026-01-02 09:20:21,2026-01-02 17:07:28,7.79,70,6.62,0,83,0.0,Not Applicable,2026-01-02,09:20:21,2026-01-02,17:07:28,7.785277777777778,6.618611111111111
107,1109,Uday Panda,Male,Sales,Sales Development Representative,Full-Time,Koramangala Hq,2022-12-24,2026-01-02,Mid (11:00-20:00),Present,Work From Office,2026-01-02 10:51:36,2026-01-02 19:33:02,8.69,121,6.67,0,28,0.0,Not Applicable,2026-01-02,10:51:36,2026-01-02,19:33:02,8.690555555555555,6.6738888888888885
108,1110,Fatima Mishra,Male,Customer Success,Customer Success Manager,Full-Time,Koramangala Hq,2022-03-28,2026-01-02,Late/Us Overlap (14:00-23:00),Present,Work From Home,2026-01-02 13:35:06,2026-01-02 23:19:29,9.74,53,8.86,0,0,0.0,Not Applicable,2026-01-02,13:35:06,2026-01-02,23:19:29,9.739722222222222,8.856388888888889
109,1112,Pallavi Prasad,Male,Customer Success,Support Associate,Full-Time,Whitefield Tech Park,2022-03-29,2026-01-02,Mid (11:00-20:00),Present,Work From Office,2026-01-02 11:08:31,2026-01-02 20:56:52,9.81,73,8.59,8,0,0.0,Not Applicable,2026-01-02,11:08:31,2026-01-02,20:56:52,9.805833333333334,8.589166666666667
110,1113,Neha Rathore,Male,Engineering,Engineering Manager,Full-Time,Hsr Layout Hub,2021-07-07,2026-01-02,General (09:30-18:30),Present,Work From Office,2026-01-02 09:38:01,2026-01-02 19:15:22,9.62,45,8.87,8,0,0.0,Not Applicable,2026-01-02,09:38:01,2026-01-02,19:15:22,9.6225,8.8725
111,1114,Chaitanya Pandey,Female,Engineering,Software Engineer,Contract,Whitefield Tech Park,2024-03-08,2026-01-02,Flexible (10:30-19:30),Present,Work From Office,2026-01-02 10:31:23,2026-01-02 19:06:32,8.59,67,7.47,1,24,0.0,Not Applicable,2026-01-02,10:31:23,2026-01-02,19:06:32,8.585833333333333,7.469166666666666
112,1115,Aarav Nair,Female,Product Management,Senior Product Manager,Full-Time,Koramangala Hq,2024-02-03,2026-01-02,General (09:30-18:30),Present,Work From Office,2026-01-02 09:08:05,2026-01-02 20:24:05,11.27,88,9.8,0,0,0.8,Not Applicable,2026-01-02,09:08:05,2026-01-02,20:24:05,11.266666666666667,9.8
113,1116,Sanjay Joshi,Female,Data Science,Analytics Engineer,Full-Time,Koramangala Hq,2021-01-14,2026-01-02,Mid (11:00-20:00),Present,Work From Home,2026-01-02 11:09:18,2026-01-02 19:08:46,7.99,15,7.74,9,51,0.0,Not Applicable,2026-01-02,11:09:18,2026-01-02,19:08:46,7.9911111111111115,7.7411111111111115
114,1117,Dinesh Mirza,Female,Customer Success,Customer Success Executive,Full-Time,Koramangala Hq,2023-03-10,2026-01-02,Late/Us Overlap (14:00-23:00),Present,Work From Office,2026-01-02 13:53:18,2026-01-02 22:22:51,8.49,61,7.47,0,37,0.0,Not Applicable,2026-01-02,13:53:18,2026-01-02,22:22:51,8.4925,7.475833333333333
115,1118,Madhavi Shetty,Male,Engineering,Associate Software Engineer,Full-Time,Koramangala Hq,2023-06-29,2026-01-02,Late/Us Overlap (14:00-23:00),Present,Work From Office,2026-01-02 14:42:14,2026-01-02 22:38:51,7.94,80,6.61,41,21,0.0,Not Applicable,2026-01-02,14:42:14,2026-01-02,22:38:51,7.943611111111111,6.610277777777778
116,1119,Rekha Sinha,Male,Data Science,Data Scientist,Full-Time,Koramangala Hq,2025-08-20,2026-01-02,General (09:30-18:30),Present,Work From Office,2026-01-02 09:43:29,2026-01-02 20:42:25,10.98,54,10.08,13,0,1.08,Not Applicable,2026-01-02,09:43:29,2026-01-02,20:42:25,10.982222222222223,10.082222222222223
117,1120,Keerthi Kamath,Male,Operations,Operations Executive,Full-Time,Koramangala Hq,2023-09-07,2026-01-02,General (09:30-18:30),Present,Work From Office,2026-01-02 09:32:03,2026-01-02 18:12:04,8.67,90,7.17,2,18,0.0,Not Applicable,2026-01-02,09:32:03,2026-01-02,18:12:04,8.666944444444445,7.166944444444445
118,1121,Shruti Dutta,Male,Engineering,Associate Software Engineer,Contract,Indiranagar Annexe,2025-12-16,2026-01-02,General (09:30-18:30),Present,Work From Office,2026-01-02 09:37:58,2026-01-02 19:45:52,10.13,100,8.46,7,0,0.0,Not Applicable,2026-01-02,09:37:58,2026-01-02,19:45:52,10.131666666666666,8.465
119,1122,Suhas Yadav,Male,Finance,Financial Analyst,Full-Time,Hsr Layout Hub,2025-09-18,2026-01-02,General (09:30-18:30),Present,Work From Home,2026-01-02 09:41:07,2026-01-02 19:23:14,9.7,50,8.87,11,0,0.0,Not Applicable,2026-01-02,09:41:07,2026-01-02,19:23:14,9.701944444444445,8.868611111111111
120,1124,Shashank Subramanian,Female,Finance,Finance Executive,Full-Time,Whitefield Tech Park,2024-06-30,2026-01-02,General (09:30-18:30),Present,Work From Office,2026-01-02 09:30:28,2026-01-02 18:09:08,8.64,86,7.21,0,21,0.0,Not Applicable,2026-01-02,09:30:28,2026-01-02,18:09:08,8.644444444444444,7.21111111111111
121,1125,Neha Mohanty,Female,Data Science,Analytics Engineer,Full-Time,Hsr Layout Hub,2021-12-26,2026-01-02,Flexible (10:30-19:30),Present,Work From Office,2026-01-02 11:02:53,2026-01-02 20:38:47,9.6,83,8.22,32,0,0.0,Not Applicable,2026-01-02,11:02:53,2026-01-02,20:38:47,9.598333333333333,8.215
122,1126,Mohit Subramanian,Male,Marketing,Performance Marketing Manager,Full-Time,Koramangala Hq,2025-12-09,2026-01-02,Flexible (10:30-19:30),Present,Work From Office,2026-01-02 10:35:50,2026-01-02 20:40:02,10.07,57,9.12,5,0,0.12,Not Applicable,2026-01-02,10:35:50,2026-01-02,20:40:02,10.07,9.120000000000001
123,1127,Shruti Kar,Male,Sales,Sales Development Representative,Full-Time,Koramangala Hq,2024-10-28,2026-01-02,Early (08:00-17:00),Present,Work From Office,2026-01-02 07:54:15,2026-01-02 17:16:11,9.37,58,8.4,0,0,0.0,Not Applicable,2026-01-02,07:54:15,2026-01-02,17:16:11,9.365555555555556,8.398888888888889
124,1128,Nisha Subramanian,Male,Customer Success,Support Associate,Full-Time,Hsr Layout Hub,2024-11-05,2026-01-02,Mid (11:00-20:00),Half Day,Work From Office,2026-01-02 10:53:20,2026-01-02 15:51:45,4.97,20,4.64,0,0,0.0,Not Applicable,2026-01-02,10:53:20,2026-01-02,15:51:45,4.973611111111111,4.640277777777778
125,1129,Hemant Ahmed,Male,Sales,Sales Development Representative,Full-Time,Koramangala Hq,2024-11-25,2026-01-02,Mid (11:00-20:00),Present,Work From Office,2026-01-02 11:07:17,2026-01-02 22:06:03,10.98,83,9.6,6,0,0.6,Not Applicable,2026-01-02,11:07:17,2026-01-02,22:06:03,10.979444444444445,9.596111111111112
126,1130,Ayesha Banerjee,Male,Engineering,Software Engineer,Full-Time,Koramangala Hq,2023-11-25,2026-01-02,Late/Us Overlap (14:00-23:00),Present,Work From Office,2026-01-02 13:33:10,2026-01-02 23:09:09,9.6,77,8.32,0,0,0.0,Not Applicable,2026-01-02,13:33:10,2026-01-02,23:09:09,9.599722222222223,8.31638888888889
127,1131,Vishnu Bhat,Male,Marketing,Marketing Associate,Full-Time,Koramangala Hq,2020-05-13,2026-01-02,Mid (11:00-20:00),Present,Work From Office,2026-01-02 11:17:51,2026-01-02 19:33:26,8.26,35,7.68,17,28,0.0,Not Applicable,2026-01-02,11:17:51,2026-01-02,19:33:26,8.259722222222223,7.67638888888889
128,1132,Saurabh Behera,Male,Data Science,Data Scientist,Full-Time,Koramangala Hq,2020-11-28,2026-01-02,Mid (11:00-20:00),Present,Work From Office,2026-01-02 11:21:05,2026-01-02 21:16:53,9.93,77,8.65,20,0,0.0,Not Applicable,2026-01-02,11:21:05,2026-01-02,21:16:53,9.93,8.646666666666667
129,1133,Pooja Shah,Male,Sales,Account Executive,Full-Time,Hsr Layout Hub,2020-11-10,2026-01-02,Mid (11:00-20:00),Present,Work From Office,2026-01-02 11:05:17,2026-01-02 20:21:52,9.28,55,8.36,5,0,0.0,Not Applicable,2026-01-02,11:05:17,2026-01-02,20:21:52,9.276388888888889,8.359722222222222
130,1134,Priya Pandey,Male,Finance,Finance Controller,Full-Time,Whitefield Tech Park,2021-04-01,2026-01-02,General (09:30-18:30),Present,Work From Home,2026-01-02 10:34:59,2026-01-02 20:13:26,9.64,37,9.02,64,0,0.02,Not Applicable,2026-01-02,10:34:59,2026-01-02,20:13:26,9.640833333333333,9.024166666666666
131,1135,Sunita Menon,Male,Engineering,Software Engineer Intern,Intern,Whitefield Tech Park,2025-11-12,2026-01-02,General (09:30-18:30),Present,Work From Office,2026-01-02 09:35:27,2026-01-02 18:19:57,8.74,55,7.82,5,10,0.0,Not Applicable,2026-01-02,09:35:27,2026-01-02,18:19:57,8.741666666666667,7.825
132,1136,Divya Raman,Prefer Not To Say,Marketing,Performance Marketing Manager,Full-Time,Koramangala Hq,2024-08-03,2026-01-02,General (09:30-18:30),Present,Work From Office,2026-01-02 09:33:17,2026-01-02 19:25:39,9.87,74,8.64,3,0,0.0,Not Applicable,2026-01-02,09:33:17,2026-01-02,19:25:39,9.872777777777777,8.639444444444443
133,1137,Vinay Venkatesan,Male,Sales,Sales Development Representative,Full-Time,Koramangala Hq,2023-12-22,2026-01-02,General (09:30-18:30),Present,Work From Home,2026-01-02 08:59:32,2026-01-02 19:36:47,10.62,43,9.9,0,0,0.9,Not Applicable,2026-01-02,08:59:32,2026-01-02,19:36:47,10.620833333333334,9.904166666666667
134,1138,Vikram Kar,Male,Operations,Operations Analyst,Full-Time,Hsr Layout Hub,2023-09-14,2026-01-02,General (09:30-18:30),Present,Work From Office,2026-01-02 10:03:37,2026-01-02 17:45:35,7.7,89,6.22,33,45,0.0,Not Applicable,2026-01-02,10:03:37,2026-01-02,17:45:35,7.6994444444444445,6.216111111111111
135,1139,Vikram Sen,Female,Engineering,Engineering Manager,Full-Time,Indiranagar Annexe,2025-08-23,2026-01-02,General (09:30-18:30),Present,Work From Home,2026-01-02 09:36:33,2026-01-02 19:27:10,9.84,55,8.92,6,0,0.0,Not Applicable,2026-01-02,09:36:33,2026-01-02,19:27:10,9.84361111111111,8.926944444444445
136,1140,Arnav Bose,Male,Sales,Account Executive,Full-Time,Whitefield Tech Park,2021-05-05,2026-01-02,Mid (11:00-20:00),Present,Work From Office,2026-01-02 10:47:44,2026-01-02 19:49:09,9.02,74,7.79,0,12,0.0,Not Applicable,2026-01-02,10:47:44,2026-01-02,19:49:09,9.02361111111111,7.790277777777777
137,1141,Fatima Natarajan,Male,Customer Success,Customer Success Manager,Full-Time,Koramangala Hq,2020-11-26,2026-01-02,Mid (11:00-20:00),Half Day,Work From Office,2026-01-02 10:35:06,2026-01-02 14:09:01,3.57,7,3.45,0,0,0.0,Not Applicable,2026-01-02,10:35:06,2026-01-02,14:09:01,3.5652777777777778,3.448611111111111
138,1142,Aisha Bose,Female,Human Resources,Hr Executive,Full-Time,Hsr Layout Hub,2021-12-28,2026-01-02,Flexible (10:30-19:30),Present,Work From Home,2026-01-02 10:40:18,2026-01-02 18:35:18,7.92,21,7.57,10,55,0.0,Not Applicable,2026-01-02,10:40:18,2026-01-02,18:35:18,7.916666666666667,7.566666666666667
139,1143,Manjunath George,Female,Customer Success,Customer Success Executive,Full-Time,Koramangala Hq,2022-04-29,2026-01-02,Late/Us Overlap (14:00-23:00),Present,Work From Office,2026-01-02 13:36:52,2026-01-03 00:48:55,11.2,92,9.67,0,0,0.67,Not Applicable,2026-01-02,13:36:52,2026-01-03,00:48:55,11.200833333333334,9.6675
140,1144,Sanjay Mathew,Male,Human Resources,Hr Executive,Full-Time,Hsr Layout Hub,2021-12-12,2026-01-02,General (09:30-18:30),Present,Work From Office,2026-01-02 08:42:27,2026-01-02 17:59:16,9.28,81,7.93,0,31,0.0,Not Applicable,2026-01-02,08:42:27,2026-01-02,17:59:16,9.280277777777778,7.930277777777778
141,1145,Meera Varghese,Male,Engineering,Associate Software Engineer,Full-Time,Whitefield Tech Park,2020-07-17,2026-01-02,General (09:30-18:30),Present,Work From Office,2026-01-02 10:07:05,2026-01-02 19:28:38,9.36,98,7.73,37,0,0.0,Not Applicable,2026-01-02,10:07:05,2026-01-02,19:28:38,9.359166666666667,7.725833333333334
142,1146,Mounika Agarwal,Female,Engineering,Software Engineer Intern,Intern,Hsr Layout Hub,2025-11-27,2026-01-02,Mid (11:00-20:00),Present,Work From Office,2026-01-02 12:25:57,2026-01-02 19:46:58,7.35,57,6.4,85,14,0.0,Not Applicable,2026-01-02,12:25:57,2026-01-02,19:46:58,7.3502777777777775,6.400277777777777
143,1147,Sahana Shah,Male,Sales,Account Executive,Full-Time,Hsr Layout Hub,2023-12-30,2026-01-02,General (09:30-18:30),Present,Work From Office,2026-01-02 10:50:02,2026-01-02 19:59:24,9.16,47,8.38,80,0,0.0,Not Applicable,2026-01-02,10:50:02,2026-01-02,19:59:24,9.15611111111111,8.372777777777777
144,1148,Sahana Rao,Male,Operations,Operations Executive,Full-Time,Electronic City Campus,2022-02-22,2026-01-02,General (09:30-18:30),Present,Work From Office,2026-01-02 09:23:15,2026-01-02 18:32:22,9.15,77,7.87,0,0,0.0,Not Applicable,2026-01-02,09:23:15,2026-01-02,18:32:22,9.151944444444444,7.868611111111111
145,1149,Sowmya Dubey,Male,Product Management,Product Manager,Full-Time,Indiranagar Annexe,2020-09-19,2026-01-02,Mid (11:00-20:00),Present,Work From Office,2026-01-02 10:11:53,2026-01-02 19:04:36,8.88,32,8.35,0,56,0.0,Not Applicable,2026-01-02,10:11:53,2026-01-02,19:04:36,8.87861111111111,8.345277777777778
146,1150,Priya Ramesh,Male,Engineering,Senior Software Engineer,Full-Time,Electronic City Campus,2020-05-28,2026-01-02,Flexible (10:30-19:30),Present,Work From Office,2026-01-02 10:46:18,2026-01-02 20:11:23,9.42,34,8.85,16,0,0.0,Not Applicable,2026-01-02,10:46:18,2026-01-02,20:11:23,9.418055555555556,8.85138888888889
147,1151,Advait Ramesh,Male,Engineering,Associate Software Engineer,Full-Time,Whitefield Tech Park,2024-02-02,2026-01-02,General (09:30-18:30),Present,Work From Office,2026-01-02 09:39:54,2026-01-02 20:45:42,11.1,79,9.78,9,0,0.78,Not Applicable,2026-01-02,09:39:54,2026-01-02,20:45:42,11.096666666666666,9.78
